iata_code,icao_code,ident,name,municipality,iso_country,continent,latitude_deg,longitude_deg,type,scheduled_service
TJS,WAGD,WALG,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,ID,AS,2.838139,117.374584,small_airport,yes
DTD,WALJ,WALJ,Datadawai Airport,Datadawai-Borneo Island,ID,AS,0.807028,114.529052,small_airport,yes
BPN,WALL,WALL,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,Balikpapan,ID,AS,-1.268342,116.89452,large_airport,yes
TRK,WAQQ,WALR,Juwata International Airport / Suharnoko Harbani AFB,Tarakan,ID,AS,3.325145,117.564169,medium_airport,yes
AAP,WALS,WALS,Aji Pangeran Tumenggung Pranoto International Airport,Samarinda,ID,AS,-0.374478,117.250128,medium_airport,yes
GLX,WAEG,WAMA,Gamarmalamo Airport,Galela,ID,AS,1.838134,127.786191,small_airport,no
PGQ,WAEM,WAME,Buli Airport,Pekaulang,ID,AS,0.917144,128.382116,small_airport,no
GTO,WAMG,WAMG,Jalaluddin Airport,Gorontalo,ID,AS,0.637119,122.849998,small_airport,yes
NAH,WAMH,WAMH,Naha Airport,"Tabukan Utara, Sangihe Islands",ID,AS,3.68478,125.527162,medium_airport,yes
LKM,WAMI,WAMI,Bolaang Mongondow Airport,Lolak,ID,AS,0.88855,124.033634,small_airport,yes
GEB,WAEJ,WAMJ,Gebe Airport,Gebe Island,ID,AS,-0.078889,129.457993,small_airport,no
KAZ,WAEK,WAMK,Kuabang Airport,Kao,ID,AS,1.188608,127.896036,small_airport,no
MDC,WAMM,WAMM,Sam Ratulangi International Airport,Manado,ID,AS,1.548591,124.92625,large_airport,yes
MNA,WAMN,WAMN,Melangguane Airport,Karakelong Island,ID,AS,4.010334,126.673192,small_airport,no
BRG,,WAMO,Siau/Sitaro Airport,Balirangen,ID,AS,2.648591,125.423301,small_airport,no
MWS,WAMP,WAMP,Indonesia Morowali Industrial Park (IMIP) Airport,Morowali,ID,AS,-2.799322,122.141385,small_airport,no
IAX,WAMS,WAMS,Miangas Airport,Miangas,ID,AS,5.560419,126.580095,small_airport,no
UOL,WAFY,WAMY,Buol - Pogogul Airport,Buol,ID,AS,1.102318,121.413358,small_airport,yes
BTW,WAOC,WAOC,Bersujud Airport,Batu Licin,ID,AS,-3.41241,115.995003,small_airport,yes
PKN,WAGI,WAOI,Iskandar Airport,Pangkalanbun,ID,AS,-2.7052,111.672997,small_airport,yes
KBU,WAOK,WAOK,Gusti Syamsir Alam Airport,Stagen,ID,AS,-3.294796,116.163815,small_airport,yes
TJG,WAON,WAON,Warukin Airport,Tanta-Tabalong,ID,AS,-2.21656,115.435997,medium_airport,yes
BDJ,WAOO,WAOO,Syamsudin Noor International Airport,Banjarbaru,ID,AS,-3.440112,114.761209,large_airport,yes
SMQ,WAGS,WAOS,Sampit (H.Asan) Airport,Sampit,ID,AS,-2.499198,112.974987,small_airport,yes
TBM,WAGT,WAOW,Tumbang Samba Airport,Tumbang Samba-Borneo Island,ID,AS,-1.469024,113.080984,small_airport,yes
AHI,WAPA,WAPA,Amahai Airport,Amahai,ID,AS,-3.347851,128.927093,small_airport,no
NDA,WAPC,WAPC,Bandanaira Airport,Bandanaira,ID,AS,-4.5214,129.9054,small_airport,no
DOB,WAPD,WAPD,Rar Gwamar Airport,Dobo-Warmar Island,ID,AS,-5.773724,134.209245,small_airport,no
MAL,,WAPE,"Mangole Airport, Falabisahaya",Mangole Island,ID,AS,-1.782255,125.482246,small_airport,no
LUV,WAPF,WAPF,Karel Sadsuitubun Airport,Langgur,ID,AS,-5.760278,132.759444,medium_airport,yes
NRE,WAPG,WAPG,Namrole Airport,Namrole,ID,AS,-3.85522,126.700902,small_airport,no
LAH,WAEL,WAPH,Oesman Sadik Airport,Labuha-Halmahera Island,ID,AS,-0.633764,127.505394,small_airport,no
BJK,WAPK,WAPK,Benjina Airport,Maikoor Island,ID,AS,-6.06613,134.273971,small_airport,no
NAM,WAPN,WAPN,Namniwel Airport,Namniwel,ID,AS,-3.143159,126.976469,medium_airport,yes
AMQ,WAPP,WAPP,Pattimura International Airport,Ambon,ID,AS,-3.71026,128.089005,large_airport,yes
TAX,WAPT,WAPT,Taliabu Island Airport,Tikong-Taliabu Island,ID,AS,-1.6426299810409546,124.55899810791016,small_airport,no
WBA,WAPV,WAPV,Wahai Airport,Wahai,ID,AS,-2.8114,129.484,small_airport,no
RTU,WAQC,WAQC,Maratua Airport,Maratua,ID,AS,2.19759,118.599361,small_airport,no
LNU,WAQM,WAQM,Robert Atty Bessing,Malinau,ID,AS,3.575256,116.619769,small_airport,yes
BEJ,WAQT,WAQT,Kalimarau Airport,Tanjung Redeb - Borneo Island,ID,AS,2.14776,117.430705,medium_airport,yes
MLG,WARA,WARA,Abdul Rachman Saleh Airport,Malang,ID,AS,-7.929099,112.714233,medium_airport,yes
CPF,WARC,WARC,Ngloram Airport,Blora,ID,AS,-7.195522,111.545287,small_airport,no
JBB,WARE,WARE,Notohadinegoro Airport,Jember,ID,AS,-8.242494,113.693476,small_airport,yes
JOG,WAHH,WARJ,Adisutjipto International Airport,Yogyakarta,ID,AS,-7.78818,110.431999,medium_airport,yes
SOC,WAHQ,WARQ,Adisoemarmo International Airport,Surakarta,ID,AS,-7.516044,110.757492,large_airport,yes
SUB,WARR,WARR,Juanda International Airport,Surabaya,ID,AS,-7.37983,112.787003,large_airport,yes
SRG,WAHS,WARS,Jenderal Ahmad Yani Airport,Semarang,ID,AS,-6.970732,110.373244,large_airport,yes
SUP,WART,WART,Trunojoyo Airport,Sumenep,ID,AS,-7.022391,113.887699,small_airport,no
BXW,WARW,WARW,Harun Thohir Airport,Bawean,ID,AS,-5.723628,112.678889,small_airport,no
AYW,WASA,WASA,Ayawasi Airport,Ayawasi,ID,AS,-1.159779,132.464082,small_airport,no
NTI,,WASB,Stenkol Airport,Bintuni,ID,AS,-2.102572,133.515981,small_airport,no
RSK,WASC,WASC,Abresso Airport,Ransiki-Papua Island,ID,AS,-1.496667,134.1925,small_airport,no
KEQ,,WASE,Kebar Airport,Kebar,ID,AS,-0.810418,133.054937,small_airport,no
FKQ,WASF,WASF,Fakfak Airport,Fakfak,ID,AS,-2.920508,132.267011,medium_airport,yes
INX,WASI,WASI,Inanwatan Airport,Inanwatan,ID,AS,-2.127447,132.160056,small_airport,no
KNG,WASK,WASK,Utarom Airport,Kaimana,ID,AS,-3.6446,133.695116,medium_airport,yes
RDE,,WASM,Merdey Airport,Merdei-Papua Island,ID,AS,-1.591154,133.295867,small_airport,no
RJM,WASN,WASN,Marinda Airport,Waisai,ID,AS,-0.424969,130.773535,small_airport,yes
BXB,WASO,WASO,Babo Airport,Babo,ID,AS,-2.53224,133.438995,medium_airport,no
MKW,WAUU,WASR,Rendani Airport,Manokwari,ID,AS,-0.891833,134.048996,medium_airport,yes
SOQ,WASS,WASS,Domine Eduard Osok Airport,Sorong,ID,AS,-0.894,131.287,medium_airport,yes
TXM,WAST,WAST,Teminabuan Airport,Atinjoe,ID,AS,-1.44545,132.021139,small_airport,no
KBX,WASU,WASU,Kambuaya Airport,Kambuaya-Papua Island,ID,AS,-1.316815,132.286987,small_airport,no
WSR,,WASW,Wasior Airport,Wasior,ID,AS,-2.720434,134.505902,small_airport,no
ABU,WATA,WATA,AA Bere Tallo (Haliwen) Airport,Atambua,ID,AS,-9.074841,124.903285,small_airport,yes
BJW,,WATB,Bajawa Soa (Turelelo) Airport,"Soa, Ngada",ID,AS,-8.70777,121.058243,small_airport,no
MOF,WATC,WATC,Frans Xavier Seda Airport,Waioti,ID,AS,-8.639514,122.238135,small_airport,yes
ENE,WATE,WATE,H. Hasan Aroeboesman (Ende) Airport,Ende,ID,AS,-8.849114,121.66101,small_airport,yes
RTG,WATG,WATG,Frans Sales Lega Airport,"Satar Tacik, Manggarai",ID,AS,-8.596171,120.478177,small_airport,yes
LKA,WATL,WATL,Larantuka Gewayentana Airport,Tiwatobi,ID,AS,-8.274424,123.002,small_airport,yes
ARD,WATM,WATM,Alor Island - Mali Airport,Kabola,ID,AS,-8.13234,124.597,small_airport,yes
LBJ,WATO,WATO,Komodo Airport,"Labuan Bajo, Manggarai Barat",ID,AS,-8.480694,119.888306,small_airport,yes
RTI,WATR,WATR,David Constantijn Saudale Airport,Ba'a - Rote Island,ID,AS,-10.765834,123.076046,small_airport,yes
SAU,WATS,WATS,Sabu-Tardanu Airport,Sabu-Sawu Island,ID,AS,-10.4924,121.8482,small_airport,no
KOE,WATT,WATT,El Tari Airport,Kupang,ID,AS,-10.1716,123.670998,medium_airport,yes
LWE,WATW,WATW,Wonopito Airport,Lewoleba,ID,AS,-8.361805,123.438554,small_airport,no
WMX,WAVV,WAVV,Wamena Airport,Wamena,ID,AS,-4.097324,138.952417,medium_airport,yes
BUW,WAWB,WAWB,Betoambari Airport,Bau Bau,ID,AS,-5.486037,122.569823,small_airport,no
WNI,WAWD,WAWD,Matahora Airport,Wangi-wangi Island,ID,AS,-5.292123,123.636233,medium_airport,yes
KSR,WAWH,WAWH,Selayar - Haji Aroeppala Airport,Benteng,ID,AS,-6.17921,120.437479,small_airport,yes
APD,,WAWN,Arung Palakka Airport,Bone,ID,AS,-4.459582,120.310436,small_airport,no
KXB,WAWP,WAWP,Sangia Nibandera Airport,Kolaka,ID,AS,-4.338158,121.524047,medium_airport,yes
RAQ,WAWR,WAWR,Sugimanuru Airport,Raha,ID,AS,-4.763298,122.566352,small_airport,no
SQR,WAWS,WAWS,Soroako Airport,Soroako,ID,AS,-2.530582,121.356096,small_airport,no
TTR,,WAWT,Pongtiku Airport,Makale,ID,AS,-3.04474,119.821999,small_airport,no
KDI,WAWW,WAWW,Haluoleo Airport,Kendari,ID,AS,-4.08161,122.417999,small_airport,yes
KUB,WBAK,WBAK,Anduki Airport,Seria,BN,AS,4.635158,114.378748,small_airport,no
WBB,,WBB,Stebbins Airport,Stebbins,US,NA,63.515999,-162.278,small_airport,yes
BTU,WBGB,WBGB,Bintulu Airport,Bintulu,MY,AS,3.12385010719,113.019996643,medium_airport,yes
BLG,WBGC,WBGC,Belaga Airport,Belaga,MY,AS,2.652143,113.767043,small_airport,no
LSM,WBGD,WBGD,Long Semado Airport,Long Semado,MY,AS,4.21700000763,115.599998474,small_airport,no
LGL,WBGF,WBGF,Long Lellang Airport,Long Datih,MY,AS,3.4210000038099997,115.153999329,small_airport,yes
KCH,WBGG,WBGG,Kuching International Airport,Kuching,MY,AS,1.487364,110.352859,large_airport,yes
ODN,WBGI,WBGI,Long Seridan Airport,Long Seridan,MY,AS,3.976087,115.067303,small_airport,yes
LMN,WBGJ,WBGJ,Limbang Airport,Limbang,MY,AS,4.808300018310547,115.01000213623047,medium_airport,yes
MKM,WBGK,WBGK,Mukah Airport,Mukah,MY,AS,2.881944,112.043333,medium_airport,yes
LKH,WBGL,WBGL,Long Akah Airport,Long Akah,MY,AS,3.310909,114.785553,small_airport,no
MUR,WBGM,WBGM,Marudi Airport,Marudi,MY,AS,4.178734,114.330318,medium_airport,yes
BSE,WBGN,WBGN,Sematan Airport,Sematan,MY,AS,1.812678,109.765391,small_airport,no
KPI,WBGP,WBGP,Kapit Airport,Kapit,MY,AS,2.01052374505,112.931468248,small_airport,no
BKM,WBGQ,WBGQ,Bakalalan Airport,Bakalalan,MY,AS,3.974,115.617996,small_airport,yes
MYY,WBGR,WBGR,Miri Airport,Miri,MY,AS,4.32201,113.987,medium_airport,yes
SBW,WBGS,WBGS,Sibu Airport,Sibu,MY,AS,2.2616,111.985001,medium_airport,yes
LSU,WBGU,WBGU,Long Sukang Airport,Long Sukang,MY,AS,4.55222,115.494003,small_airport,no
LWY,WBGW,WBGW,Lawas Airport,Lawas,MY,AS,4.84917,115.407997,small_airport,yes
BBN,WBGZ,WBGZ,Bario Airport,Bario,MY,AS,3.734648,115.478548,medium_airport,yes
SMM,WBKA,WBKA,Semporna Airport,Semporna,MY,AS,4.454596,118.595023,small_airport,no
LDU,WBKD,WBKD,Lahad Datu Airport,Lahad Datu,MY,AS,5.03241,118.32376,medium_airport,yes
TEL,WBKE,WBKE,Telupid Airport,Telupid,MY,AS,5.62861,117.125999,small_airport,no
KGU,WBKG,WBKG,Keningau Airport,Keningau,MY,AS,5.355487,116.164884,small_airport,no
SXS,WBKH,WBKH,Sahabat [Sahabat 16] Airport,Sahabat,MY,AS,5.087779998779297,119.09400177001953,small_airport,no
BKI,WBKK,WBKK,Kota Kinabalu International Airport,Kota Kinabalu,MY,AS,5.932743,116.049324,large_airport,yes
LBU,WBKL,WBKL,Labuan Airport,Labuan,MY,AS,5.301667,115.248333,medium_airport,yes
TMG,WBKM,WBKM,Tomanggong Airport,Tomanggong,MY,AS,5.40257,118.65763,small_airport,yes
GSA,WBKN,WBKN,Long Pasia Airport,Long Miau,MY,AS,4.409756,115.724473,small_airport,no
SPE,WBKO,WBKO,Sepulot Airport,Sepulot,MY,AS,4.732999801635742,116.46700286865234,small_airport,no
PAY,WBKP,WBKP,Pamol Airport,Pamol,MY,AS,5.996571,117.404795,small_airport,no
RNU,WBKR,WBKR,Ranau Airport,Ranau,MY,AS,5.957793,116.680191,small_airport,no
SDK,WBKS,WBKS,Sandakan Airport,Sandakan,MY,AS,5.900899887084961,118.05899810791016,medium_airport,yes
KUD,WBKT,WBKT,Kudat Airport,Kudat,MY,AS,6.924111,116.837068,small_airport,yes
TWU,WBKW,WBKW,Tawau Airport,Tawau,MY,AS,4.31338,118.12152,medium_airport,yes
MZV,WBMU,WBMU,Mulu Airport,Mulu,MY,AS,4.048329830169678,114.80500030517578,medium_airport,yes
BWN,WBSB,WBSB,Brunei International Airport,Bandar Seri Begawan,BN,AS,4.9442,114.928001,large_airport,yes
TGC,WBTM,WBTM,Tanjung Manis Airport,Belawai,MY,AS,2.17784,111.202003,small_airport,no
WDA,,WDA,"Al Ain Airport Ain District, Shabwah Governorate, Yemen",Ain District,YE,AS,14.859579,45.545705,small_airport,no
WED,,WED,Wedau Airport,Wedau,PG,OC,-10.0954,150.0826,small_airport,no
WHL,,WHL,Welshpool Airport,Welshpool,AU,OC,-38.682382,146.445331,small_airport,no
PKU,WIBB,WIBB,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,Pekanbaru,ID,AS,0.458647,101.444321,medium_airport,yes
DUM,WIBD,WIBD,Pinang Kampai Airport,Dumai,ID,AS,1.609026,101.433493,medium_airport,yes
RGT,WIBJ,WIBJ,Japura Airport,Rengat-Sumatra Island,ID,AS,-0.352808,102.334999,medium_airport,no
SEQ,WIBS,WIBS,Sungai Pakning Bengkalis Airport,Bengkalis-Sumatra Island,ID,AS,1.37,102.139999,small_airport,no
TJB,,WIBT,Raja Haji Abdullah Airport,Tanjung Balai-Karinmunbesar Island,ID,AS,1.05287,103.391517,small_airport,no
KJT,WICA,WICA,Kertajati International Airport,Kertajati,ID,AS,-6.647384,108.165561,medium_airport,yes
RTO,WIRR,WICB,Budiarto Airport,Tangerang-Java Island,ID,AS,-6.293171,106.57,small_airport,no
BDO,WICC,WICC,Husein Sastranegara International Airport,Bandung,ID,AS,-6.90063,107.575996,medium_airport,yes
CBN,WICD,WICD,Cakrabhuwana  Airport,Cirebon-Java Island,ID,AS,-6.757,108.538849,small_airport,no
TSY,WICM,WICM,Wiriadinata Airport,"Cibeureum, Tasikmalaya-Java Island",ID,AS,-7.347967,108.246998,small_airport,no
CJN,WICN,WICN,Nusawiru Airport,Cijulang,ID,AS,-7.719895,108.488995,small_airport,yes
TBX,,WIDB,Tambelan Airport,Tambelan,ID,AS,0.979922,107.564658,small_airport,no
BTH,WIDD,WIDD,Hang Nadim International Airport,Batam,ID,AS,1.12103,104.119003,large_airport,yes
PPR,WIBG,WIDE,Tuanku Tambusai Airport,Pasir Pengarayan,ID,AS,0.845431,100.370154,small_airport,no
LMU,WIDL,WIDL,Letung Airport,Bukit Padi,ID,AS,2.96447,105.75484,small_airport,no
MWK,,WIDM,Matak Airport,Palmatak,ID,AS,3.34812,106.258003,small_airport,no
TNJ,WIDN,WIDN,Raja Haji Fisabilillah International Airport,Tanjung Pinang-Bintan Island,ID,AS,0.92397,104.53341,medium_airport,yes
SIQ,WIDS,WIDS,Dabo Airport,Pasirkuning-Singkep Island,ID,AS,-0.479611,104.579498,small_airport,no
MPC,WIPU,WIGM,Muko Muko Airport,Muko Muko,ID,AS,-2.541058,101.087651,small_airport,yes
HLP,WIHH,WIHH,Halim Perdanakusuma International Airport,Jakarta,ID,AS,-6.266989,106.890318,large_airport,yes
PCB,WIHP,WIHP,Pondok Cabe Air Base,Jakarta,ID,AS,-6.3369598388671875,106.76499938964844,small_airport,no
CGK,WIII,WIII,Soekarno-Hatta International Airport,Jakarta,ID,AS,-6.12557,106.655998,large_airport,yes
TKG,WILL,WILL,Radin Inten II International Airport,Bandar Lampung,ID,AS,-5.246803,105.182531,medium_airport,yes
TFY,WILP,WILP,Muhammad Taufiq Kiemas Airport,Krui,ID,AS,-5.211562,103.936501,small_airport,no
LSW,WIMA,WIMA,Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,ID,AS,5.22668,96.950302,small_airport,yes
GNS,WIMB,WIMB,Binaka Airport,Gunungsitoli,ID,AS,1.166275,97.705196,medium_airport,yes
AEG,WIME,WIME,Aek Godang Airport,Padang Sidempuan,ID,AS,1.4001,99.430496,medium_airport,no
JHN,WIMF,WIMF,Jenderal Besar Abdul Haris Nasution Airport,Mandailing,ID,AS,0.943995,99.534093,small_airport,no
MES,WIMK,WIMK,Soewondo Air Force Base,Medan,ID,AS,3.558425,98.672275,medium_airport,no
KNO,WIMM,WIMM,Kualanamu International Airport,Beringin,ID,AS,3.637847,98.870566,large_airport,yes
DTB,WIMN,WIMN,Silangit Airport,Siborong-Borong,ID,AS,2.25973,98.991898,small_airport,yes
SIW,WIMP,WIMP,Sibisa Airport,Parapat-Sumatra Island,ID,AS,2.601967,98.962381,small_airport,no
FLZ,WIMS,WIMS,Dr. Ferdinand Lumban Tobing Airport,Sibolga (Pinangsori),ID,AS,1.557127,98.887145,medium_airport,yes
LSR,WIMU,WIMU,Alas Leuser Airport,Kutacane,ID,AS,3.391456,97.863726,medium_airport,yes
TJQ,WIKT,WIOD,H A S Hanandjoeddin International Airport,Tanjung Pandan,ID,AS,-2.744109,107.754535,small_airport,yes
NPO,WIOG,WIOG,Nanga Pinoh Airport,Nanga Pinoh-Borneo Island,ID,AS,-0.34864,111.746155,medium_airport,yes
KTG,WIOK,WIOK,Rahadi Osman Airport,Ketapang,ID,AS,-1.817165,109.963469,medium_airport,yes
NTX,WIDO,WION,Ranai Airport,Ranai-Natuna Besar Island,ID,AS,3.90871,108.388,medium_airport,yes
PNK,WIOO,WIOO,Supadio International Airport,Pontianak,ID,AS,-0.152258,109.404493,large_airport,yes
PSU,WIOP,WIOP,Pangsuma Airport,Putussibau-Borneo Island,ID,AS,0.834579,112.940217,medium_airport,yes
SQG,WIOS,WIOS,Tebelian Airport,Sintang,ID,AS,-0.045214,111.458049,medium_airport,yes
DJB,WIJJ,WIPA,Sultan Thaha Airport,Jambi,ID,AS,-1.638685,103.645063,small_airport,yes
LLJ,WIPB,WIPB,Silampari Airport,Lubuk Linggau,ID,AS,-3.288165,102.91449,small_airport,no
BUU,WIJB,WIPI,Muara Bungo Airport,Muara Bungo,ID,AS,-1.541635,102.181613,small_airport,yes
PGK,WIKK,WIPK,Depati Amir Airport,Pangkal Pinang,ID,AS,-2.1622,106.139,medium_airport,yes
BKS,WIGG,WIPL,Fatmawati Soekarno Airport,Bengkulu,ID,AS,-3.8637,102.338997,medium_airport,yes
PLM,WIPP,WIPP,Sultan Mahmud Badaruddin II Airport,Palembang,ID,AS,-2.897653,104.698147,medium_airport,yes
PDO,WIPQ,WIPQ,Pendopo Airport,Talang Gudang-Sumatra Island,ID,AS,-3.2860701084136963,103.87999725341797,medium_airport,yes
PDG,WIEE,WIPT,Minangkabau International Airport,Padang (Katapiang),ID,AS,-0.785964,100.280384,large_airport,yes
PXA,WIPY,WIPY,Atung Bungsu Airport,Bentayan,ID,AS,-4.0225,103.379167,small_airport,no
TPK,,WITA,Teuku Cut Ali Airport,Tapaktuan,ID,AS,3.16904,97.288299,small_airport,no
MEQ,WITC,WITC,Cut Nyak Dhien Airport,Kuala Pesisir,ID,AS,4.040998,96.253312,medium_airport,yes
LKI,WIML,WITG,Lasikin Airport,Lubang,ID,AS,2.411328,96.327722,small_airport,yes
TXE,WITK,WITK,Rembele Airport,Takengon,ID,AS,4.72113,96.851943,medium_airport,yes
LSX,WITL,WITL,Lhok Sukon Airport,Lhok Sukon-Sumatra Island,ID,AS,5.06951,97.259201,medium_airport,no
SBG,WITN,WITN,Maimun Saleh Airport,Sabang,ID,AS,5.874668,95.33967,small_airport,no
BTJ,WITT,WITT,Sultan Iskandar Muda International Airport,Banda Aceh,ID,AS,5.525087,95.41997,large_airport,yes
SXT,WMAN,WMAN,Sungai Tiang Airport,Taman Negara,MY,AS,4.330277919769287,102.3949966430664,small_airport,no
MEP,WMAU,WMAU,Mersing Airport,Mersing,MY,AS,2.389148,103.874183,small_airport,no
SWY,WMBA,WMBA,Sitiawan Airport,Sitiawan,MY,AS,4.2222,100.6993,small_airport,no
TPG,WMBI,WMBI,Taiping (Tekah) Airport,Taiping,MY,AS,4.866432,100.715381,small_airport,no
TOD,WMBT,WMBT,Tioman Airport,Tioman Island,MY,AS,2.81818,104.160004,medium_airport,yes
AOR,WMKA,WMKA,Sultan Abdul Halim Airport,Alor Satar,MY,AS,6.189670085906982,100.39800262451172,medium_airport,yes
BWH,WMKB,WMKB,RMAF Butterworth Air Base,Butterworth,MY,AS,5.46592,100.390999,medium_airport,no
KBR,WMKC,WMKC,Sultan Ismail Petra Airport,Kota Baharu,MY,AS,6.1668500900268555,102.29299926757812,medium_airport,yes
KUA,WMKD,WMKD,Kuantan Airport,Kuantan,MY,AS,3.7753899097442627,103.20899963378906,medium_airport,yes
KTE,WMKE,WMKE,Kerteh Airport,Kerteh,MY,AS,4.53722,103.427002,medium_airport,no
IPH,WMKI,WMKI,Sultan Azlan Shah Airport,Ipoh,MY,AS,4.56733,101.091643,large_airport,yes
JHB,WMKJ,WMKJ,Senai International Airport,Johor Bahru,MY,AS,1.64131,103.669998,large_airport,yes
KUL,WMKK,WMKK,Kuala Lumpur International Airport,Sepang,MY,AS,2.74558,101.709999,large_airport,yes
LGK,WMKL,WMKL,Langkawi International Airport,Langkawi,MY,AS,6.32973,99.728699,large_airport,yes
MKZ,WMKM,WMKM,Malacca International Airport,Malacca,MY,AS,2.265613,102.252778,medium_airport,yes
TGG,WMKN,WMKN,Sultan Mahmud Airport,Kuala Terengganu,MY,AS,5.3826398849487305,103.10299682617188,medium_airport,yes
PEN,WMKP,WMKP,Penang International Airport,Penang,MY,AS,5.296303,100.276185,large_airport,yes
PKG,WMPA,WMPA,Pulau Pangkor Airport,Pangkor Island,MY,AS,4.244719982147217,100.5530014038086,small_airport,yes
RDN,WMPR,WMPR,LTS Pulau Redang Airport,Redang,MY,AS,5.764804,103.004942,small_airport,no
SZB,WMSA,WMSA,Sultan Abdul Aziz Shah International Airport,Subang,MY,AS,3.13058,101.549004,large_airport,yes
DTR,,WN07,Decatur Shores Airport,Decatur,US,NA,48.500171,-122.813973,small_airport,yes
SXK,WAPS,WPAS,Mathilda Batlayeri Airport,Saumlaki-Yamdena Island,ID,AS,-7.848354,131.337068,small_airport,yes
AUT,WPAT,WPAT,Atauro Airport,Vila,TL,AS,-8.243133,125.606378,small_airport,no
UAI,WPDB,WPDB,"Commander in Chief of FALINTIL, Kay Rala Xanana Gusmão, International Airport",Suai,TL,AS,-9.301856,125.286302,medium_airport,yes
DIL,WPDL,WPDL,Presidente Nicolau Lobato International Airport,Dili,TL,AS,-8.546562,125.524507,large_airport,yes
BCH,WPEC,WPEC,Baucau Airport,Baucau,TL,AS,-8.486479,126.399981,medium_airport,yes
MPT,WPMN,WPMN,Maliana Airport,Maliana,TL,AS,-8.97224,125.214996,small_airport,no
OEC,WPOC,WPOC,Oecusse Route of the Sandalwood International Airport,Oecussi-Ambeno,TL,AS,-9.198419,124.337873,large_airport,yes
VIQ,WPVQ,WPVQ,Viqueque Airport,Viqueque,TL,AS,-8.88379955291748,126.37300109863281,small_airport,no
SGQ,WALA,WRLA,Sangkimah Airport,Sanggata,ID,AS,0.384421,117.542832,small_airport,no
LBW,WAQJ,WRLB,Yuvai Semaring Airport,Long Bawan,ID,AS,3.900495,115.690089,small_airport,yes
BXT,WALC,WRLC,LNG Badak Airport,Bontang-Borneo Island,ID,AS,0.121656,117.476558,small_airport,yes
NNX,WAQA,WRLF,Nunukan Airport,Nunukan-Nunukan Island,ID,AS,4.134001,117.669546,small_airport,no
TNB,WRLH,WRLH,Tanah Grogot Airport,Tanah Grogot,ID,AS,-1.885541,116.256809,small_airport,no
LPU,WAQL,WRLP,Long Apung Airport,Long Apung-Borneo Island,ID,AS,1.706932,114.969934,small_airport,yes
QPG,WSAP,WSAP,Paya Lebar Air Base,Paya Lebar,SG,AS,1.36042,103.910004,medium_airport,no
TGA,WSAT,WSAT,Tengah Air Base,Western Water Catchment,SG,AS,1.387561,103.708291,medium_airport,no
WSB,,WSB,Steamboat Bay Seaplane Base,Steamboat Bay,US,NA,55.532662,-133.638167,seaplane_base,no
UGI,,WSJ,San Juan /Uganik/ Seaplane Base,San Juan,US,NA,57.7304,-153.320999,seaplane_base,yes
WSM,,WSM,Wiseman Airport,Wiseman,US,NA,67.4046020508,-150.123001099,small_airport,no
XSP,WSSL,WSSL,Seletar Airport,Seletar,SG,AS,1.41555,103.86673,medium_airport,yes
SIN,WSSS,WSSS,Singapore Changi Airport,Singapore,SG,AS,1.35019,103.994003,large_airport,yes
GWV,,WV66,Glendale Fokker Field,Glendale,US,NA,39.948699951200005,-80.7594985962,small_airport,no
WZQ,,WZQ,Urad Middle Banner Airport,Urad Middle Banner,CN,AS,41.460289,108.539085,small_airport,no
MPB,,X44,Miami Seaplane Base,Miami,US,NA,25.783075,-80.177545,seaplane_base,no
XBB,,XBB,Blubber Bay Seaplane Base,Blubber Bay,CA,NA,49.793958,-124.621064,seaplane_base,no
XIG,,XIG,Xinguara Municipal Airport,Xinguara,BR,SA,-7.0906,-49.9765,small_airport,no
XMA,,XMA,Maramag Airport,Maramag,PH,AS,7.7538,125.0333,small_airport,no
XRQ,,XRQ,New Barag Right Banner Baogede Airport,New Barag Right Banner,CN,AS,48.575585,116.939382,small_airport,no
XZM,,XZM,Macau Heliport at Outer Harbour Ferry Terminal,Sé,MO,AS,22.196242,113.55936,heliport,no
UKN,,Y01,Waukon Municipal Airport,Waukon,US,NA,43.280498504639,-91.469497680664,small_airport,no
ALH,YABA,YABA,Albany Airport,Albany,AU,OC,-34.943333,117.808889,medium_airport,yes
ABG,YABI,YABI,Abingdon Downs Airport,Abingdon Downs,AU,OC,-17.608814,143.183531,small_airport,no
AWN,,YADS,Alton Downs Airport,,AU,OC,-26.488959,139.259906,small_airport,no
AUD,YAGD,YAGD,Augustus Downs Airport,,AU,OC,-18.5087,139.882084,small_airport,no
YAJ,,YAJ,Lyall Harbour Seaplane Base,Saturna Island,CA,NA,48.795274,-123.181801,seaplane_base,yes
MRP,YALA,YALA,Marla Airport,Marla,AU,OC,-27.334298,133.627696,small_airport,no
AXL,YALX,YALX,Alexandria Homestead Airport,,AU,OC,-19.060199737548828,136.7100067138672,small_airport,no
AXC,YAMC,YAMC,Aramac Airport,,AU,OC,-22.95788,145.249504,small_airport,no
ADO,YAMK,YAMK,Andamooka Airport,Andamooka,AU,OC,-30.438299,137.136993,small_airport,no
AMX,,YAMM,Ammaroo Airport,,AU,OC,-21.738300323486328,135.24200439453125,small_airport,no
