iata_code,icao_code,ident,name,municipality,iso_country,continent,latitude_deg,longitude_deg,type,scheduled_service
DIW,,DIW,Mawella Lagoon Seaplane Base,Dickwella,LK,AS,5.990192,80.733129,seaplane_base,no
ASK,DIYO,DIYO,Yamoussoukro International Airport,Yamoussoukro,CI,AF,6.90317,-5.36558,large_airport,no
DLR,,DLR,Dalnerechensk Airport,Dalnerechensk,RU,AS,45.879857,133.737629,small_airport,yes
DIO,,DM2,Diomede Heliport,Diomede,US,NA,65.758367,-168.953676,heliport,yes
DKA,DNKT,DN57,Umaru Musa Yar'adua Airport,Katsina,NG,AF,13.0078,7.66045,medium_airport,yes
ABV,DNAA,DNAA,Nnamdi Azikiwe International Airport,Abuja,NG,AF,9.00679,7.26317,large_airport,yes
QUO,DNAI,DNAI,Akwa Ibom International Airport,Uyo,NG,AF,4.8725,8.093,medium_airport,yes
AKR,DNAK,DNAK,Akure Airport,Akure,NG,AF,7.246739864349365,5.3010101318359375,medium_airport,yes
ABB,DNAS,DNAS,Asaba International Airport,Asaba,NG,AF,6.204167,6.665278,large_airport,yes
BCU,DNBC,DNBC,Sir Abubakar Tafawa Balewa Bauchi State International Airport,Bauchi,NG,AF,10.482833,9.744,large_airport,yes
BNI,DNBE,DNBE,Benin Airport,Benin,NG,AF,6.316979885101318,5.5995001792907715,medium_airport,yes
CBQ,DNCA,DNCA,Margaret Ekpo International Airport,Calabar,NG,AF,4.976019859313965,8.347200393676758,medium_airport,yes
ENU,DNEN,DNEN,Akanu Ibiam International Airport,Enegu,NG,AF,6.473718,7.560463,large_airport,yes
GMO,DNGO,DNGO,Gombe Lawanti International Airport,Gombe,NG,AF,10.298889,10.9,medium_airport,yes
IBA,DNIB,DNIB,Ibadan Airport,Ibadan,NG,AF,7.362460136413574,3.97832989692688,medium_airport,yes
ILR,DNIL,DNIL,General Tunde Idiagbon International Airport,Ilorin/Ogbomosho,NG,AF,8.44021,4.49392,large_airport,yes
QOW,DNIM,DNIM,Sam Mbakwe International Cargo Airport,Owerri,NG,AF,5.42706,7.20603,medium_airport,yes
JOS,DNJO,DNJO,Yakubu Gowon Airport,Jos,NG,AF,9.639829635620117,8.869050025939941,medium_airport,yes
KAD,DNKA,DNKA,Kaduna International Airport,Kaduna,NG,AF,10.696,7.32011,large_airport,yes
KAN,DNKN,DNKN,Mallam Aminu Kano International Airport,Kano,NG,AF,12.045613,8.523566,large_airport,yes
MIU,DNMA,DNMA,Maiduguri International Airport,Maiduguri,NG,AF,11.854163,13.080702,large_airport,yes
MDI,DNMK,DNMK,Makurdi Airport,Makurdi,NG,AF,7.70388,8.61394,medium_airport,yes
LOS,DNMM,DNMM,Murtala Muhammed International Airport,Lagos,NG,AF,6.57737,3.32116,large_airport,yes
MXJ,DNMN,DNMN,Minna Airport,Minna,NG,AF,9.652170181274414,6.462259769439697,medium_airport,no
PHC,DNPO,DNPO,Port Harcourt International Airport,Port Harcourt,NG,AF,5.01549,6.94959,large_airport,yes
SKO,DNSO,DNSO,Sadiq Abubakar III International Airport,Sokoto,NG,AF,12.915729,5.207547,large_airport,yes
QRW,DNSU,DNSU,Warri Airport,Okpe,NG,AF,5.59821,5.8187,medium_airport,yes
YOL,DNYO,DNYO,Yola Airport,Yola,NG,AF,9.257550239562988,12.430399894714355,medium_airport,yes
ZAR,DNZA,DNZA,Zaria Airport,Zaria,NG,AF,11.1302,7.68581,medium_airport,no
DPT,,DPT,Deputatskiy Airport,Deputatskiy,RU,AS,69.392503,139.890012,small_airport,yes
MFQ,DRRM,DRRM,Maradi Airport,Maradi,NE,AF,13.5025,7.12675,medium_airport,no
NIM,DRRN,DRRN,Diori Hamani International Airport,Niamey,NE,AF,13.4815,2.18361,large_airport,yes
THZ,DRRT,DRRT,Tahoua Airport,Tahoua,NE,AF,14.8757,5.26536,medium_airport,no
AJY,DRZA,DRZA,Mano Dayak International Airport,Agadez,NE,AF,16.966,8.00011,medium_airport,no
RLT,DRZL,DRZL,Arlit Airport,Arlit,NE,AF,18.7903995514,7.36595010757,small_airport,no
ZND,DRZR,DRZR,Zinder Airport,Zinder,NE,AF,13.779000282287598,8.983759880065918,medium_airport,yes
DSG,,DSG,Dilasag Airport,Dilasag,PH,AS,16.445833333299998,122.206805556,small_airport,no
TBJ,DTKA,DTKA,Tabarka-Aïn Draham International Airport,Tabarka,TN,AF,36.98,8.87694,medium_airport,yes
MIR,DTMB,DTMB,Monastir Habib Bourguiba International Airport,Monastir,TN,AF,35.75809860229492,10.75469970703125,medium_airport,yes
NBE,DTNH,DTNH,Enfidha - Hammamet International Airport,Enfidha,TN,AF,36.075833,10.438611,medium_airport,yes
TUN,DTTA,DTTA,Tunis Carthage International Airport,Tunis,TN,AF,36.851002,10.2272,large_airport,yes
GAF,DTTF,DTTF,Gafsa Ksar International Airport,Gafsa,TN,AF,34.422001,8.8225,medium_airport,no
GAE,DTTG,DTTG,Gabès Matmata International Airport,Gabès,TN,AF,33.733691,9.91941,medium_airport,no
DJE,DTTJ,DTTJ,Djerba Zarzis International Airport,Mellita,TN,AF,33.873719,10.7773,large_airport,yes
EBM,DTTR,DTTR,El Borma Airport,El Borma,TN,AF,31.7043,9.25462,medium_airport,no
SFA,DTTX,DTTX,Sfax Thyna International Airport,Sfax,TN,AF,34.717999,10.691,medium_airport,yes
TOE,DTTZ,DTTZ,Tozeur Nefta International Airport,Tozeur,TN,AF,33.939701080322266,8.110560417175293,medium_airport,yes
DVD,,DVD,Andavadoaka Airport,Andavadoaka,MG,AF,-22.06608,43.259573,small_airport,no
DWO,,DWO,Diyawanna Oya Seaplane Base,Sri Jayawardenepura Kotte,LK,AS,6.906585,79.909,seaplane_base,yes
LRL,DXNG,DXNG,Niamtougou International Airport,Niamtougou,TG,AF,9.766675,1.090944,large_airport,no
LFW,DXXX,DXXX,Lomé–Tokoin International Airport,Lomé,TG,AF,6.16561,1.25451,large_airport,yes
EAL,,EAL,Elenak Airport,Mejato Island,MH,OC,9.319305555560002,166.847777778,small_airport,no
ANR,EBAW,EBAW,Antwerp International Airport (Deurne),Antwerp,BE,EU,51.190667,4.463153,medium_airport,yes
BRU,EBBR,EBBR,Brussels Airport,Zaventem,BE,EU,50.901402,4.48444,large_airport,yes
CRL,EBCI,EBCI,Brussels South Charleroi Airport,Charleroi,BE,EU,50.461963,4.459562,large_airport,yes
GNE,,EBGT,Ghent/Industry Zone Heliport,Gent,BE,EU,51.020551,3.730341,heliport,no
KJK,EBKT,EBKT,Kortrijk-Wevelgem International Airport,Wevelgem,BE,EU,50.818878,3.209551,medium_airport,no
LGG,EBLG,EBLG,Liège Airport,Grâce-Hollogne,BE,EU,50.638574,5.443897,medium_airport,yes
EBO,,EBO,Ebon Airport,Ebon Atoll,MH,OC,4.5982,168.752,small_airport,no
OST,EBOS,EBOS,Ostend-Bruges International Airport,Oostende,BE,EU,51.1998,2.874673,large_airport,yes
OBL,EBZR,EBZR,Oostmalle Airfield,Zoersel,BE,EU,51.269092,4.762428,small_airport,no
MZD,,EC-MZD,Méndez Airport,Santiago de Méndez,EC,SA,-2.733330011367798,-78.31670379638672,small_airport,no
EDA,,EDA,Edna Bay Seaplane Base,Edna Bay,US,NA,55.949653,-133.661012,seaplane_base,yes
AOC,EDAC,EDAC,Leipzig–Altenburg Airport,Nobitz,DE,EU,50.981945,12.506389,medium_airport,no
HDF,EDAH,EDAH,Heringsdorf Airport,Zirchow,DE,EU,53.8787,14.1523,medium_airport,yes
IES,EDAU,EDAU,Riesa-Göhlis Airport,Riesa,DE,EU,51.29361,13.356111,small_airport,no
REB,EDAX,EDAX,Müritz Airpark,Lärz,DE,EU,53.306389,12.752222,small_airport,no
CSO,EDBC,EDBC,Cochstedt Airport,Hecklingen,DE,EU,51.8564,11.4203,small_airport,no
BBH,EDBH,EDBH,Stralsund-Barth Airport,Barth,DE,EU,54.338253,12.710515,small_airport,no
FNB,EDBN,EDBN,Neubrandenburg Trollenhagen Airport,Trollenhagen,DE,EU,53.6022,13.306,medium_airport,no
GTI,EDCG,EDCG,Rügen Airport,Dreschvitz,DE,EU,54.38347,13.325542,small_airport,no
KOQ,EDCK,EDCK,Köthen Airport,Köthen (Anhalt),DE,EU,51.723745,11.948826,small_airport,no
PEF,EDCP,EDCP,Peenemünde Airport,Peenemünde,DE,EU,54.15778,13.774444,small_airport,no
BER,EDDB,EDDB,Berlin Brandenburg Airport,Berlin,DE,EU,52.361738,13.502341,large_airport,yes
DRS,EDDC,EDDC,Dresden Airport,Dresden,DE,EU,51.134123,13.767831,large_airport,yes
ERF,EDDE,EDDE,Erfurt-Weimar Airport,Erfurt,DE,EU,50.978281,10.960713,large_airport,yes
FRA,EDDF,EDDF,Frankfurt Main Airport,Frankfurt am Main,DE,EU,50.026706,8.55835,large_airport,yes
FMO,EDDG,EDDG,Münster Osnabrück Airport,Greven,DE,EU,52.133816,7.688482,large_airport,yes
HAM,EDDH,EDDH,Hamburg Helmut Schmidt Airport,Hamburg,DE,EU,53.630402,9.98823,large_airport,yes
CGN,EDDK,EDDK,Cologne Bonn Airport,Köln (Cologne),DE,EU,50.865898,7.14274,large_airport,yes
DUS,EDDL,EDDL,Düsseldorf Airport,Düsseldorf,DE,EU,51.289501,6.76678,large_airport,yes
MUC,EDDM,EDDM,Munich Airport,Munich,DE,EU,48.353802,11.7861,large_airport,yes
NUE,EDDN,EDDN,Nuremberg Airport,Nuremberg,DE,EU,49.498699,11.078056,large_airport,yes
LEJ,EDDP,EDDP,Leipzig/Halle Airport,Schkeuditz,DE,EU,51.420657,12.232705,large_airport,yes
SCN,EDDR,EDDR,Saarbrücken Airport,Saarbrücken,DE,EU,49.214545,7.109735,medium_airport,yes
STR,EDDS,EDDS,Stuttgart Airport,Stuttgart,DE,EU,48.689899,9.22196,large_airport,yes
HAJ,EDDV,EDDV,Hannover Airport,Hannover,DE,EU,52.461102,9.68508,large_airport,yes
BRE,EDDW,EDDW,Bremen Airport,Bremen,DE,EU,53.046786,8.78932,large_airport,yes
HHN,EDFH,EDFH,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),DE,EU,49.946353,7.261734,large_airport,yes
MHG,EDFM,EDFM,Mannheim-City Airport,Mannheim,DE,EU,49.473057,8.514167,medium_airport,yes
EIB,EDGE,EDGE,Eisenach-Kindel Airport,Hörselberg-Hainich,DE,EU,50.991604,10.47973,medium_airport,no
ZOE,,EDGL,Ludwigshafen Accident Hospital Heliport,Ludwigshafen am Rhein,DE,EU,49.486509,8.389243,heliport,no
SGE,EDGS,EDGS,Siegerland Airport,Burbach,DE,EU,50.707699,8.08297,medium_airport,no
IZE,,EDHF,Itzehoe Hungriger Wolf Airfield,Hohenlockstedt,DE,EU,53.992009,9.576409,small_airport,no
XFW,EDHI,EDHI,Hamburg-Finkenwerder Airport,Hamburg,DE,EU,53.535278,9.835556,medium_airport,no
KEL,EDHK,EDHK,Kiel-Holtenau Airport,Kiel,DE,EU,54.37957,10.145266,medium_airport,no
LBC,EDHL,EDHL,Lübeck Blankensee Airport,Lübeck,DE,EU,53.805401,10.7192,medium_airport,yes
EUM,EDHN,EDHN,Neumünster Airport,Neumünster,DE,EU,54.079445,9.941389,small_airport,no
FMM,EDJA,EDJA,Memmingen Allgau Airport,Memmingen,DE,EU,47.988092,10.238248,large_airport,yes
AAH,EDKA,EDKA,Aachen-Merzbrück Airport,Aachen,DE,EU,50.823055,6.186389,small_airport,no
ESS,EDLE,EDLE,Essen-Mülheim Airport,Essen,DE,EU,51.402302,6.93733,small_airport,no
BFE,EDLI,EDLI,Bielefeld Airport,Bielefeld,DE,EU,51.964722,8.544444,medium_airport,no
MGL,EDLN,EDLN,Mönchengladbach Airport,Mönchengladbach,DE,EU,51.230278,6.504444,medium_airport,no
PAD,EDLP,EDLP,Paderborn Lippstadt Airport,Büren,DE,EU,51.612527,8.617459,large_airport,yes
NRN,EDLV,EDLV,Weeze (Niederrhein) Airport,Weeze,DE,EU,51.601362,6.141228,large_airport,yes
DTM,EDLW,EDLW,Dortmund Airport,Dortmund,DE,EU,51.518299,7.61224,large_airport,yes
AGB,EDMA,EDMA,Augsburg Airport,Augsburg,DE,EU,48.425278,10.931667,medium_airport,no
OBF,EDMO,EDMO,Oberpfaffenhofen Airport,Weßling,DE,EU,48.081402,11.2831,medium_airport,no
RBM,EDMS,EDMS,Straubing Airport,Atting,DE,EU,48.900833,12.516667,small_airport,no
FDH,EDNY,EDNY,Bodensee Airport Friedrichshafen,Friedrichshafen,DE,EU,47.671299,9.51149,large_airport,yes
BYU,EDQD,EDQD,Bayreuth Airport,Bindlach,DE,EU,49.985001,11.64,medium_airport,no
URD,EDQE,EDQE,Burg Feuerstein Airport,Ebermannstadt,DE,EU,49.794167,11.133611,small_airport,no
GHF,EDQG,EDQG,Giebelstadt Airport,Giebelstadt,DE,EU,49.6480560303,9.966388702390002,small_airport,no
HOQ,EDQM,EDQM,Hof-Plauen Airport,Hof,DE,EU,50.288544,11.852876,medium_airport,no
BBJ,EDRB,EDRB,Bitburg Airport,Bitburg,DE,EU,49.945278,6.565,small_airport,no
ZQW,EDRZ,EDRZ,Zweibrücken Airport,Zweibrücken,DE,EU,49.2094,7.40056,small_airport,no
FKB,EDSB,EDSB,Karlsruhe Baden-Baden Airport,Rheinmünster,DE,EU,48.7794,8.0805,large_airport,yes
LHA,EDTL,EDTL,Lahr Airport,Lahr/Schwarzwald,DE,EU,48.369301,7.82772,medium_airport,no
BWE,EDVE,EDVE,Braunschweig-Wolfsburg Airport,Braunschweig,DE,EU,52.319199,10.5561,medium_airport,no
KSF,EDVK,EDVK,Kassel Airport,Calden,DE,EU,51.418395,9.391638,large_airport,yes
EME,EDWE,EDWE,Emden Airport,Emden,DE,EU,53.391109,7.2275,small_airport,yes
AGE,EDWG,EDWG,Wangerooge Airport,Wangerooge,DE,EU,53.782544,7.919584,small_airport,yes
WVN,EDWI,EDWI,JadeWeser Airport,Wilhelmshaven,DE,EU,53.50222,8.052222,small_airport,no
JUI,EDWJ,EDWJ,Juist Airport,Juist,DE,EU,53.681421,7.056398,small_airport,yes
LGO,EDWL,EDWL,Langeoog Airport,Langeoog,DE,EU,53.742379,7.496345,small_airport,no
BMK,EDWR,EDWR,Borkum Airport,Borkum,DE,EU,53.59639,6.709167,small_airport,yes
NOD,EDWS,EDWS,Norden-Norddeich Airport,Norddeich,DE,EU,53.633057,7.190278,small_airport,yes
VAC,EDWU,EDWU,Varrelbusch Airfield,Cloppenburg,DE,EU,52.908333,8.040556,small_airport,no
NRD,EDWY,EDWY,Norderney Airport,Norderney,DE,EU,53.706944,7.23,small_airport,yes
BMR,EDWZ,EDWZ,Baltrum Airport,Baltrum,DE,EU,53.72485,7.373257,small_airport,yes
HEI,EDXB,EDXB,Heide-Büsum Airport,Oesterdeichstrich,DE,EU,54.153332,8.901667,small_airport,yes
FLF,EDXF,EDXF,Flensburg-Schäferhaus Airport,Flensburg,DE,EU,54.773335,9.378889,small_airport,no
HGL,EDXH,EDXH,Helgoland-Düne Airport,Helgoland,DE,EU,54.18528,7.915833,small_airport,yes
QHU,EDXJ,EDXJ,Husum-Schwesing Airport,Husum,DE,EU,54.5099983215,9.138333320620001,small_airport,no
PSH,EDXO,EDXO,Sankt Peter-Ording Airport,Sankt Peter-Ording,DE,EU,54.308887,8.686944,small_airport,no
GWT,EDXW,EDXW,Westerland Sylt Airport,Sylt,DE,EU,54.9132,8.34047,medium_airport,yes
OHR,EDXY,EDXY,Wyk auf Föhr Airport,Wyk auf Föhr,DE,EU,54.684444,8.528333,small_airport,no
CHE,EECL,EECL,Tallinn Linnahall Heliport,Tallinn,EE,EU,59.448015,24.753313,heliport,yes
KDL,EEKA,EEKA,Kärdla Airport,Kärdla,EE,EU,58.99079895019531,22.830699920654297,medium_airport,yes
URE,EEKE,EEKE,Kuressaare Airport,Kuressaare,EE,EU,58.22990036010742,22.50950050354004,medium_airport,yes
EPU,EEPU,EEPU,Pärnu Airport,Pärnu,EE,EU,58.41899871826172,24.47279930114746,medium_airport,yes
EES,HEBR,EES,Berenice International Airport / Banas Cape Air Base,Berenice Troglodytica,EG,AF,23.980437,35.460277,large_airport,no
TLL,EETN,EETN,Lennart Meri Tallinn Airport,Tallinn,EE,EU,59.413246,24.83264,large_airport,yes
TAY,EETU,EETU,Tartu Airport,Tartu,EE,EU,58.307438,26.686473,medium_airport,yes
ENF,EFET,EFET,Enontekio Airport,Enontekio,FI,EU,68.362602233887,23.424299240112,medium_airport,yes
KEV,EFHA,EFHA,Halli Airport,Jämsä,FI,EU,61.856039,24.786686,medium_airport,no
HEN,,EFHE,Hernesaari Heliport,Helsinki,FI,EU,60.147778,24.924444,heliport,no
HEL,EFHK,EFHK,Helsinki Vantaa Airport,Helsinki (Vantaa),FI,EU,60.318363,24.963341,large_airport,yes
HYV,EFHV,EFHV,Hyvinkää Airfield,Hyvinkää,FI,EU,60.6544,24.8811,small_airport,no
KTQ,EFIT,EFIT,Kitee Airport,Kitee,FI,EU,62.1661,30.073601,medium_airport,no
IVL,EFIV,EFIV,Ivalo Airport,Ivalo,FI,EU,68.6073,27.4053,large_airport,yes
JOE,EFJO,EFJO,Joensuu Airport,Joensuu,FI,EU,62.658815,29.619398,medium_airport,yes
JYV,EFJY,EFJY,Jyväskylä Airport,Jyväskylän Maalaiskunta,FI,EU,62.399502,25.678301,medium_airport,yes
KAU,EFKA,EFKA,Kauhava Airfield,Kauhava,FI,EU,63.127102,23.051399,medium_airport,no
KEM,EFKE,EFKE,Kemi-Tornio Airport,Kemi / Tornio,FI,EU,65.778701782227,24.582099914551,medium_airport,yes
KAJ,EFKI,EFKI,Kajaani Airport,Kajaani,FI,EU,64.2855,27.6924,medium_airport,yes
KHJ,EFKJ,EFKJ,Kauhajoki Airfield,Kauhajoki,FI,EU,62.463212,22.390817,medium_airport,no
KOK,EFKK,EFKK,Kokkola-Pietarsaari Airport,Kokkola / Kruunupyy,FI,EU,63.721199,23.143101,medium_airport,yes
KAO,EFKS,EFKS,Kuusamo Airport,Kuusamo,FI,EU,65.987602,29.239401,medium_airport,yes
KTT,EFKT,EFKT,Kittilä International Airport,Kittilä,FI,EU,67.700996,24.8468,large_airport,yes
KUO,EFKU,EFKU,Kuopio Airport,Kuopio / Siilinjärvi,FI,EU,63.007099,27.7978,large_airport,yes
LPP,EFLP,EFLP,Lappeenranta Airport,Lappeenranta,FI,EU,61.044601,28.144743,large_airport,yes
MHQ,EFMA,EFMA,Mariehamn Airport,Mariehamn,FI,EU,60.1222,19.898199,medium_airport,yes
MIK,EFMI,EFMI,Mikkeli Airport,Mikkeli,FI,EU,61.6866,27.201799,medium_airport,no
OUL,EFOU,EFOU,Oulu Airport,Oulu / Oulunsalo,FI,EU,64.930099,25.354601,large_airport,yes
POR,EFPO,EFPO,Pori Airport,Pori,FI,EU,61.4617,21.799999,medium_airport,yes
RVN,EFRO,EFRO,Rovaniemi Airport,Rovaniemi,FI,EU,66.563327,25.829751,large_airport,yes
SVL,EFSA,EFSA,Savonlinna Airport,Savonlinna,FI,EU,61.9431,28.945101,medium_airport,yes
SJY,EFSI,EFSI,Seinäjoki Airport,Seinäjoki / Ilmajoki,FI,EU,62.692101,22.8323,medium_airport,no
SOT,EFSO,EFSO,Sodankyla Airport,Sodankyla,FI,EU,67.3949966431,26.6191005707,medium_airport,no
TMP,EFTP,EFTP,Tampere-Pirkkala Airport,Tampere / Pirkkala,FI,EU,61.414101,23.604401,large_airport,yes
TKU,EFTU,EFTU,Turku Airport,Turku,FI,EU,60.514099,22.2628,large_airport,yes
UTI,EFUT,EFUT,Utti Air Base,Utti / Valkeala,FI,EU,60.8964,26.9384,medium_airport,no
VAA,EFVA,EFVA,Vaasa Airport,Vaasa,FI,EU,63.05023,21.762543,large_airport,yes
VRK,EFVR,EFVR,Varkaus Airport,Varkaus / Joroinen,FI,EU,62.171101,27.868601,medium_airport,no
YLI,EFYL,EFYL,Ylivieska Airfield,Ylivieska,FI,EU,64.054722,24.725278,medium_airport,no
AUE,,EG-AUE,Abu Rudeis Airport,Ras Abu Rudeis,EG,AS,28.899694,33.202057,small_airport,no
BFS,EGAA,EGAA,Belfast International Airport,Belfast,GB,EU,54.6575012207,-6.2158298492399995,large_airport,yes
ENK,EGAB,EGAB,Enniskillen/St Angelo Airport,"Enniskillen, Fermanagh and Omagh",GB,EU,54.398274,-7.651179,medium_airport,no
BHD,EGAC,EGAC,George Best Belfast City Airport,Belfast,GB,EU,54.618099,-5.8725,medium_airport,yes
LDY,EGAE,EGAE,City of Derry Airport,"Derry, Derry and Strabane",GB,EU,55.042801,-7.16111,medium_airport,yes
BHX,EGBB,EGBB,Birmingham Airport,"Birmingham, West Midlands",GB,EU,52.453899,-1.74803,large_airport,yes
GLO,EGBJ,EGBJ,Gloucestershire Airport,"Staverton, Gloucestershire",GB,EU,51.894199,-2.16722,medium_airport,no
ORM,EGBK,EGBK,Sywell Aerodrome,"Northampton, Northamptonshire",GB,EU,52.305302,-0.793056,small_airport,no
NQT,EGBN,EGBN,Nottingham City Airport,"Nottingham, Nottinghamshire",GB,EU,52.919998,-1.07917,medium_airport,no
GBA,EGBP,EGBP,Cotswold Airport,"Cirencester, Gloucestershire",GB,EU,51.668528,-2.056599,small_airport,no
MAN,EGCC,EGCC,Manchester Airport,"Manchester, Greater Manchester",GB,EU,53.349375,-2.279521,large_airport,yes
UPV,EGDJ,EGDJ,Upavon Aerodrome,"Pewsey, Wiltshire",GB,EU,51.28657,-1.782239,small_airport,no
YEO,EGDY,EGDY,RNAS Yeovilton,"Yeovil, Somerset",GB,EU,51.009399,-2.63882,medium_airport,no
CAL,EGEC,EGEC,Campbeltown Airport,Campbeltown,GB,EU,55.437199,-5.68639,medium_airport,yes
EOI,EGED,EGED,Eday Airport,Eday,GB,EU,59.19060134887695,-2.7722198963165283,medium_airport,yes
FIE,EGEF,EGEF,Fair Isle Airport,Fair Isle,GB,EU,59.534721,-1.628509,small_airport,yes
WHS,EGEH,EGEH,Whalsay Airstrip,"Whalsay, Shetlands",GB,EU,60.376835,-0.927229,small_airport,no
SKL,EGEI,EGEI,Broadford Airstrip,"Ashaig, Highland",GB,EU,57.253131,-5.827755,small_airport,no
COL,EGEL,EGEL,Coll Airport,Coll Island,GB,EU,56.601898,-6.61778,small_airport,yes
NRL,EGEN,EGEN,North Ronaldsay Airport,North Ronaldsay,GB,EU,59.3675003052,-2.43443989754,small_airport,yes
OBN,EGEO,EGEO,Oban Airport,North Connel,GB,EU,56.463501,-5.39967,small_airport,yes
PPW,EGEP,EGEP,Papa Westray Airport,"Papa Westray, Orkney Islands",GB,EU,59.351012,-2.900353,small_airport,yes
SOY,EGER,EGER,Stronsay Airport,Stronsay,GB,EU,59.1553,-2.64139,small_airport,yes
NDY,EGES,EGES,Sanday Airport,Sanday,GB,EU,59.250301,-2.57667,small_airport,yes
LWK,EGET,EGET,Lerwick / Tingwall Airport,"Lerwick, Shetland Islands",GB,EU,60.1922,-1.24361,small_airport,yes
WRY,EGEW,EGEW,Westray Airport,"Westray, Orkney Islands",GB,EU,59.350475,-2.950062,small_airport,yes
CSA,EGEY,EGEY,Colonsay Airstrip,Colonsay,GB,EU,56.057499,-6.24306,small_airport,yes
HAW,EGFE,EGFE,Haverfordwest Airport,Haverfordwest,GB,EU,51.833099365234375,-4.9611101150512695,medium_airport,no
CWL,EGFF,EGFF,Cardiff International Airport,Cardiff,GB,EU,51.396702,-3.34333,large_airport,yes
SWS,EGFH,EGFH,Swansea Airport,Swansea,GB,EU,51.601366,-4.071006,medium_airport,no
BRS,EGGD,EGGD,Bristol Airport,Bristol,GB,EU,51.382326,-2.716453,large_airport,yes
LPL,EGGP,EGGP,Liverpool John Lennon Airport,Liverpool,GB,EU,53.334863,-2.849637,large_airport,yes
LTN,EGGW,EGGW,London Luton Airport,"Luton, Luton",GB,EU,51.874699,-0.368333,large_airport,yes
LEQ,EGHC,EGHC,Land's End Airport,"Land's End, Cornwall",GB,EU,50.102798,-5.67056,small_airport,yes
ISC,EGHE,EGHE,St. Mary's Airport,"St. Mary's, Isles of Scilly",GB,EU,49.913375,-6.291894,small_airport,yes
BOH,EGHH,EGHH,Bournemouth Airport,Bournemouth,GB,EU,50.780483,-1.839576,medium_airport,yes
SOU,EGHI,EGHI,Southampton Airport,Southampton,GB,EU,50.950298,-1.3568,medium_airport,yes
BBP,EGHJ,EGHJ,Bembridge Airport,"Bembridge, Isle of Wight",GB,EU,50.678101,-1.10944,small_airport,no
NQY,EGHQ,EGHQ,Cornwall Airport Newquay,Newquay,GB,EU,50.440601,-4.99541,medium_airport,yes
QUG,EGHR,EGHR,Goodwood Aerodrome,"Chichester, West Sussex",GB,EU,50.859832,-0.760073,small_airport,no
ACI,EGJA,EGJA,Alderney Airport,Saint Anne,GG,EU,49.706104,-2.21472,medium_airport,yes
GCI,EGJB,EGJB,Guernsey Airport,Saint Peter Port,GG,EU,49.435001,-2.60197,medium_airport,yes
JER,EGJJ,EGJJ,Jersey Airport,St. Peter,JE,EU,49.207901,-2.19551,medium_airport,yes
ESH,EGKA,EGKA,Brighton City Airport,"Brighton, East Sussex",GB,EU,50.835602,-0.297222,medium_airport,no
BQH,EGKB,EGKB,London Biggin Hill Airport,London,GB,EU,51.33079910279999,0.0324999988079,medium_airport,no
LGW,EGKK,EGKK,London Gatwick Airport,London,GB,EU,51.148744,-0.185739,large_airport,yes
LCY,EGLC,EGLC,London City Airport,London,GB,EU,51.505299,0.055278,medium_airport,yes
FAB,EGLF,EGLF,Farnborough Airport,"Farnborough, Hampshire",GB,EU,51.275799,-0.776333,medium_airport,no
BBS,EGLK,EGLK,Blackbushe Airport,"Camberley, Surrey",GB,EU,51.323898,-0.8475,medium_airport,no
LHR,EGLL,EGLL,London Heathrow Airport,London,GB,EU,51.470748,-0.459909,large_airport,yes
SEN,EGMC,EGMC,London Southend Airport,"Southend-on-Sea, Essex",GB,EU,51.570562,0.693627,medium_airport,yes
LYX,EGMD,EGMD,Lydd London Ashford Airport,"Romney Marsh, Kent",GB,EU,50.956246,0.939074,medium_airport,no
CAX,EGNC,EGNC,Carlisle Lake District Airport,"Carlisle, Cumbria",GB,EU,54.9375,-2.80917,medium_airport,no
BLK,EGNH,EGNH,Blackpool Airport,Blackpool,GB,EU,53.771702,-3.02861,medium_airport,no
HUY,EGNJ,EGNJ,Humberside Airport,"Grimsby, Lincolnshire",GB,EU,53.576152,-0.34954,medium_airport,yes
BWF,EGNL,EGNL,Barrow Walney Island Airport,Barrow-in-Furness,GB,EU,54.1286111,-3.2675,medium_airport,no
LBA,EGNM,EGNM,Leeds Bradford Airport,"Leeds, West Yorkshire",GB,EU,53.865898,-1.66057,large_airport,yes
WRT,EGNO,EGNO,Warton Aerodrome,Warton,GB,EU,53.745098,-2.88306,medium_airport,no
CEG,EGNR,EGNR,Hawarden Airport,Broughton,GB,EU,53.178101,-2.97778,medium_airport,no
IOM,EGNS,EGNS,Isle of Man Airport,Castletown,IM,EU,54.083081,-4.623871,large_airport,yes
NCL,EGNT,EGNT,Newcastle International Airport,"Newcastle upon Tyne, Tyne and Wear",GB,EU,55.037958,-1.689577,large_airport,yes
MME,EGNV,EGNV,Teesside International Airport,"Darlington, Durham",GB,EU,54.509201,-1.42941,medium_airport,yes
EMA,EGNX,EGNX,East Midlands Airport,"Nottingham, Leicestershire",GB,EU,52.8311,-1.32806,large_airport,yes
VLY,EGOV,EGOV,Anglesey Airport,Angelsey,GB,EU,53.2481,-4.53534,medium_airport,no
KOI,EGPA,EGPA,Kirkwall Airport,"Kirkwall, Orkney Islands",GB,EU,58.957903,-2.905077,medium_airport,yes
LSI,EGPB,EGPB,Sumburgh Airport,"Lerwick, Shetland",GB,EU,59.878899,-1.29556,medium_airport,yes
